Time Elapsed, 2,8.09
Time Elapsed, 2,8.09
Time Elapsed, 2,8.23
Time Elapsed, 4,8.02
Time Elapsed, 4,8.11
Time Elapsed, 4,9.26
Time Elapsed, 8,8.15
Time Elapsed, 8,8.3
Time Elapsed, 8,8.5
Time Elapsed, 16,10.87
Time Elapsed, 16,8.09
Time Elapsed, 16,8.13
Time Elapsed, 32,8.13
Time Elapsed, 32,12.7
Time Elapsed, 32,8.1
Time Elapsed, 64,8.12
Time Elapsed, 64,8.14
Time Elapsed, 64,8.13
Time Elapsed, 128,8.11
Time Elapsed, 128,8.09
Time Elapsed, 128,8.14
