*#06#,3.690937,0.712714,1
*#06#,3.732401,0.273592,2
*#06#,3.593512,0.171867,3
*#06#,3.964337,0.129528,4
*#06#,3.894842,0.105445,5
*#06#,4.301778,0.089622,6
*#06#,4.980687,0.078359,7
*#06#,4.754027,0.069899,8
*#06#,5.222366,0.063287,9
*#06#,5.408738,0.057958,10
*#06#,5.605008,0.053562,11
*#06#,5.662892,0.049865,12
*#06#,6.185926,0.046705,13
*#06#,6.714997,0.043971,14
*#06#,7.157776,0.041577,15
*#06#,6.335392,0.039462,16
*#06#,7.652781,0.037577,17
*#06#,8.149931,0.035886,18
*#06#,8.129212,0.034358,19
*#06#,7.945581,0.032971,20
*#06#,9.015597,0.031704,21
*#06#,7.943456,0.030543,22
*#06#,8.638313,0.029474,23
*#06#,8.589632,0.028486,24
*#06#,8.688678,0.027570,25
*#06#,9.163271,0.026717,26
*#06#,9.442319,0.025922,27
*#06#,9.391854,0.025179,28
*#06#,10.054724,0.024482,29
*#06#,9.269647,0.023827,30
*#06#,10.209613,0.023210,31
*#06#,10.745689,0.022629,32
*#06#,10.902728,0.022079,33
*#06#,10.423547,0.021558,34
*#06#,12.448076,0.021064,35
*#06#,11.557023,0.020595,36
*#06#,13.227390,0.020149,37
*#06#,13.970164,0.019724,38
*#06#,13.266130,0.019318,39
*#06#,13.454473,0.018931,40
*#06#,13.283816,0.018561,41
*#06#,14.660115,0.018207,42
*#06#,14.055878,0.017868,43
*#06#,14.084567,0.017542,44
*#06#,15.093139,0.017230,45
*#06#,14.330400,0.016930,46
*#06#,14.881073,0.016641,47
*#06#,14.453059,0.016363,48
*#06#,15.624129,0.016096,49
*#06#,14.902375,0.015838,50
*#06#,16.047796,0.015589,51
*#06#,14.850086,0.015348,52
*#06#,14.920509,0.015116,53
*#06#,15.327428,0.014891,54
*#06#,15.765616,0.014674,55
*#06#,17.432241,0.014464,56
*#06#,17.292081,0.014260,57
*#06#,16.960129,0.014063,58
*#06#,17.417346,0.013872,59
*#06#,18.266969,0.013686,60
*#06#,16.827740,0.013506,61
*#06#,17.283995,0.013331,62
*#06#,17.586868,0.013161,63
*#06#,19.860402,0.012996,64
*#06#,20.325661,0.012835,65
*#06#,20.640939,0.012679,66
*#06#,22.093927,0.012527,67
*#06#,20.943048,0.012378,68
*#06#,22.134424,0.012234,69
*#06#,22.252214,0.012093,70
*#06#,21.770031,0.011956,71
*#06#,20.621958,0.011823,72
*#06#,21.844186,0.011692,73
*#06#,21.329192,0.011565,74
*#06#,20.885457,0.011441,75
*#06#,20.813520,0.011319,76
*#06#,21.606644,0.011201,77
*#06#,22.519318,0.011085,78
*#06#,22.929781,0.010972,79
*#06#,22.144533,0.010861,80
*#06#,22.670119,0.010753,81
*#06#,22.188965,0.010647,82
*#06#,23.172535,0.010544,83
*#06#,24.609607,0.010442,84
*#06#,25.166438,0.010343,85
*#06#,24.577180,0.010246,86
*#06#,24.779084,0.010151,87
*#06#,24.997528,0.010058,88
*#06#,24.667478,0.009967,89
*#06#,25.645157,0.009877,90
*#06#,23.584923,0.009789,91
*#06#,23.532803,0.009703,92
*#06#,23.630959,0.009619,93
*#06#,24.224695,0.009536,94
*#06#,24.175726,0.009455,95
*#06#,23.927795,0.009375,96
*#06#,24.901293,0.009297,97
*#06#,26.607323,0.009220,98
*#06#,25.523110,0.009145,99
*#06#,26.079997,0.009071,100
*#06#,26.259653,0.008998,101
*#06#,26.769065,0.008927,102
*#06#,26.148039,0.008857,103
*#06#,25.627944,0.008788,104
*#06#,27.667074,0.008720,105
*#06#,28.237313,0.008654,106
*#06#,28.200887,0.008588,107
*#06#,27.387206,0.008524,108
*#06#,27.556237,0.008461,109
*#06#,26.853846,0.008398,110
*#06#,28.643501,0.008337,111
*#06#,30.891266,0.008277,112
*#06#,29.409553,0.008218,113
*#06#,28.934360,0.008159,114
*#06#,29.855958,0.008102,115
*#06#,28.978780,0.008046,116
*#06#,31.151938,0.007990,117
*#06#,29.677895,0.007935,118
*#06#,31.611361,0.007881,119
*#06#,29.641357,0.007828,120
*#06#,31.107141,0.007776,121
*#06#,32.956836,0.007724,122
*#06#,30.687908,0.007673,123
*#06#,31.266577,0.007623,124
*#06#,32.254616,0.007574,125
*#06#,31.274547,0.007525,126
*#06#,32.155083,0.007477,127
*#06#,32.896551,0.007430,128
*#06#,31.524745,0.007384,129
*#06#,33.818111,0.007338,130
*#06#,33.031672,0.007292,131
*#06#,33.256744,0.007248,132
*#06#,33.483367,0.007204,133
*#06#,32.747723,0.007160,134
*#06#,32.938597,0.007117,135
*#06#,36.798140,0.007075,136
*#06#,35.714091,0.007033,137
*#06#,34.497706,0.006992,138
*#06#,33.940194,0.006952,139
*#06#,34.428659,0.006911,140
*#06#,36.255393,0.006872,141
*#06#,34.986829,0.006833,142
*#06#,36.191331,0.006794,143
*#06#,35.666507,0.006756,144
*#06#,36.645840,0.006718,145
*#06#,37.523269,0.006681,146
*#06#,35.900482,0.006644,147
*#06#,36.233397,0.006608,148
*#06#,35.664100,0.006572,149
*#06#,37.023500,0.006537,150
*#06#,36.871919,0.006502,151
*#06#,36.165486,0.006467,152
*#06#,37.957350,0.006433,153
*#06#,38.063711,0.006399,154
*#06#,36.416759,0.006366,155
*#06#,37.749731,0.006333,156
*#06#,40.506737,0.006301,157
*#06#,39.728544,0.006268,158
*#06#,38.801147,0.006236,159
*#06#,40.446100,0.006205,160
*#06#,38.136588,0.006174,161
*#06#,37.939851,0.006143,162
*#06#,38.148613,0.006112,163
*#06#,40.069214,0.006082,164
*#06#,42.622350,0.006053,165
*#06#,39.702036,0.006023,166
*#06#,39.240935,0.005994,167
*#06#,41.901138,0.005965,168
*#06#,42.003455,0.005936,169
*#06#,41.888270,0.005908,170
*#06#,42.099826,0.005880,171
*#06#,42.773277,0.005852,172
*#06#,45.959560,0.005825,173
*#06#,43.039336,0.005798,174
*#06#,44.079021,0.005771,175
*#06#,42.398980,0.005745,176
*#06#,42.681116,0.005718,177
*#06#,43.519723,0.005692,178
*#06#,42.143163,0.005666,179
*#06#,46.662869,0.005641,180
*#06#,44.798945,0.005616,181
*#06#,46.482939,0.005591,182
*#06#,42.150787,0.005566,183
*#06#,43.395872,0.005541,184
*#06#,42.710072,0.005517,185
*#06#,44.777337,0.005493,186
*#06#,46.496075,0.005469,187
*#06#,42.870322,0.005445,188
*#06#,45.488159,0.005422,189
*#06#,45.691885,0.005399,190
*#06#,48.004240,0.005376,191
*#06#,45.930838,0.005353,192
*#06#,47.256779,0.005330,193
*#06#,46.978929,0.005308,194
*#06#,47.010777,0.005286,195
*#06#,47.509427,0.005264,196
*#06#,50.679356,0.005242,197
*#06#,55.579786,0.005220,198
*#06#,50.627632,0.005199,199
*#06#,47.657018,0.005178,200
*#06#,48.171729,0.005157,201
*#06#,47.695140,0.005136,202
*#06#,49.046765,0.005115,203
