*#06#,50.849986,0.005095,204
*#06#,49.234880,0.005074,205
*#06#,49.557341,0.005054,206
*#06#,50.508568,0.005034,207
*#06#,51.326839,0.005014,208
*#06#,49.646039,0.004995,209
*#06#,51.455064,0.004975,210
*#06#,48.998899,0.004956,211
*#06#,50.726966,0.004937,212
*#06#,51.535175,0.004918,213
*#06#,59.665290,0.004899,214
*#06#,53.972191,0.004880,215
*#06#,50.463144,0.004861,216
*#06#,50.924527,0.004843,217
*#06#,48.714539,0.004825,218
*#06#,53.334295,0.004806,219
*#06#,53.954107,0.004788,220
*#06#,59.828014,0.004770,221
*#06#,52.790271,0.004753,222
*#06#,52.671638,0.004735,223
*#06#,51.903068,0.004718,224
*#06#,53.921876,0.004700,225
*#06#,55.238003,0.004683,226
*#06#,55.950753,0.004666,227
*#06#,54.805348,0.004649,228
*#06#,53.434903,0.004632,229
*#06#,53.004164,0.004616,230
*#06#,55.736063,0.004599,231
*#06#,56.145688,0.004582,232
*#06#,59.036281,0.004566,233
*#06#,78.628778,0.004550,234
*#06#,82.683859,0.004534,235
*#06#,80.288550,0.004518,236
*#06#,70.463887,0.004502,237
*#06#,86.917433,0.004486,238
*#06#,78.076891,0.004470,239
*#06#,58.954629,0.004455,240
*#06#,59.448323,0.004439,241
*#06#,55.187246,0.004424,242
*#06#,54.113643,0.004409,243
*#06#,55.656023,0.004394,244
*#06#,56.553534,0.004379,245
*#06#,58.832481,0.004364,246
*#06#,58.239956,0.004349,247
*#06#,56.916772,0.004334,248
*#06#,60.550320,0.004320,249
*#06#,59.064500,0.004305,250
*#06#,60.964400,0.004291,251
*#06#,61.224298,0.004276,252
*#06#,60.211590,0.004262,253
*#06#,57.574945,0.004248,254
*#06#,61.686086,0.004234,255
*#06#,57.816217,0.004220,256
